电气与控制工程学院	http://dqgc.ncut.edu.cn/
机械与材料工程学院	http://cmm.ncut.edu.cn/
人工智能与计算机学院	http://csci.ncut.edu.cn/
土木工程学院	http://civil.ncut.edu.cn/
建筑与艺术学院	http://jzys.ncut.edu.cn/
储能科学与工程学院	https://cngc.ncut.edu.cn/
集成电路学院	https://jcdl.ncut.edu.cn/
经济管理学院	http://sem.ncut.edu.cn/
文法学院	http://wf.ncut.edu.cn/
理学院	http://sci.ncut.edu.cn/
马克思主义学院	http://ma.ncut.edu.cn/
伦敦布鲁内尔学院	http://bls.ncut.edu.cn/
数字产业学院	https://szcy.ncut.edu.cn/
国际学院	http://is.ncut.edu.cn/
继续教育学院	http://jj.ncut.edu.cn/
