密码科学与技术系	https://www.besti.edu.cn/mmkxyjsx.html
网络空间安全系	https://www.besti.edu.cn/wlkjaqx.html
电子与通信工程系	https://www.besti.edu.cn/dzytxgcx.html
管理系（MPA教育中心）	https://www.besti.edu.cn/mmbmglx.dhtml
思想政治理论教学研究部	https://www.besti.edu.cn/sxzzllyjb.html
人文社会科学教学研究部	https://www.besti.edu.cn/rwshkxyjb.dhtml
